variable	CEN	LAB	NW	SW	all	rank_all
popRGH	0.03203011	0.037086188	0.125983716	0.056009208	0.041562487	1
st_sep	0.002290994	0.011011812	0.061640521	0.015851219	0.012163732	9
st_oct	0.040276245	0.018042732	0.067013345	0.049611624	0.026106459	4
swe_sep	0.004415165	0.010109302	0.030944815	0.015532432	0.010463413	10
swe_oct	0.012505041	0.016226757	0.029731942	0.014509124	0.016094985	8
pcp_sep	0.026961147	0.025947256	0.030141111	0.019646451	0.025817975	5
pcp_oct	0.020160908	0.017427308	0.058852246	0.017346594	0.019704732	7
ndvi_jul	0.008002266	0.009164997	0.010402124	-0.001237715	0.008282723	12
ndvi_aug	5.82E-05	0.022258862	0.057363623	0.03012184	0.020736301	6
ndvi_sep	0.001882733	0.009366027	0.012067886	0.014345457	0.00860077	11
ndvi_oct	0.004921614	0.026773796	0.069314114	0.073623452	0.028410192	3
popRFH	0.015108156	0.027008933	0.151584601	0.028663518	0.030692315	2
popRGH	0.034253489	0.037916578	0.115405918	0.057106907	0.042062059	1
st_sep	0.001949094	0.010194247	0.056735213	0.018395194	0.011506732	9
st_oct	0.043419049	0.018329064	0.068056481	0.048896685	0.026834699	4
swe_sep	0.004053801	0.009905197	0.027797977	0.015251794	0.010100344	10
swe_oct	0.015111309	0.016033804	0.030365018	0.013153154	0.01628775	8
pcp_sep	0.025430273	0.025761305	0.028186937	0.020490466	0.025429867	5
pcp_oct	0.022567507	0.018251596	0.060691159	0.014799477	0.020552975	6
ndvi_jul	0.007773587	0.009254888	0.012639345	-0.003894133	0.008204989	12
ndvi_aug	-0.001531883	0.020461372	0.060349483	0.026634093	0.019031644	7
ndvi_sep	0.004229114	0.008930963	0.014339479	0.015128483	0.008854683	11
ndvi_oct	0.0039116	0.026747405	0.071571454	0.078839565	0.028701814	3
popRFH	0.017776024	0.026803738	0.152541734	0.024154351	0.03068659	2
popRGH	0.041885667	0.036447042	0.1169017	0.056815901	0.04230563	1
st_sep	0.001901139	0.010140045	0.058380548	0.013559595	0.011158806	9
st_oct	0.043947545	0.018415448	0.06744567	0.04914971	0.027007175	4
swe_sep	0.005071263	0.010661908	0.028221308	0.013858328	0.010755885	10
swe_oct	0.014612554	0.016107318	0.02723409	0.011973841	0.016059183	8
pcp_sep	0.026129582	0.025735746	0.030256896	0.018842032	0.025468813	5
pcp_oct	0.023057473	0.01698983	0.062812116	0.015811756	0.019926597	6
ndvi_jul	0.008136353	0.009042934	0.009658239	-0.002552307	0.008082875	12
ndvi_aug	0.000147408	0.019786878	0.055450846	0.028087649	0.018732914	7
ndvi_sep	0.002963148	0.009807555	0.012155617	0.013367969	0.009055548	11
ndvi_oct	0.006293781	0.024577518	0.069266249	0.075724251	0.027195823	3
popRFH	0.014649159	0.02620092	0.153694485	0.024140353	0.029781083	2
popRGH	0.04111828	0.033976825	0.116373876	0.057883933	0.040519279	1
st_sep	0.001728353	0.010145608	0.059546651	0.017433933	0.011462986	9
st_oct	0.041361888	0.017972261	0.064601583	0.046565761	0.025957956	4
swe_sep	0.005163511	0.010859007	0.025791406	0.01392946	0.010809695	10
swe_oct	0.013539294	0.016740454	0.027580427	0.013558507	0.016481129	8
pcp_sep	0.024519888	0.026386154	0.031557988	0.020739115	0.025856633	5
pcp_oct	0.022877875	0.018667688	0.060866213	0.016467479	0.021083036	6
ndvi_jul	0.007851321	0.009104771	0.009837431	-0.002344695	0.008101062	12
ndvi_aug	1.75E-05	0.021184123	0.056397281	0.027374168	0.019719848	7
ndvi_sep	0.002175457	0.009845677	0.012142732	0.014936983	0.00905293	11
ndvi_oct	0.004790017	0.025912196	0.070707762	0.07463073	0.027930176	3
popRFH	0.01542702	0.026372886	0.154428474	0.019840679	0.029838301	2
popRGH	0.033773376	0.038721268	0.112067214	0.059082674	0.042586846	1
st_sep	0.00244614	0.009523271	0.057469621	0.014433121	0.010812774	9
st_oct	0.038471983	0.018421202	0.067959826	0.045665636	0.025841319	5
swe_sep	0.005343853	0.009560628	0.028955964	0.015532841	0.010144294	10
swe_oct	0.012860714	0.015576075	0.031860311	0.016561236	0.015886119	8
pcp_sep	0.027802189	0.026552636	0.028774788	0.021282841	0.026447586	4
pcp_oct	0.025001178	0.017559709	0.063936313	0.019365758	0.020928222	6
ndvi_jul	0.007663905	0.008690232	0.00729893	-0.001397733	0.007750885	12
ndvi_aug	-0.002180019	0.021895621	0.059473658	0.030447363	0.02019008	7
ndvi_sep	-0.000332023	0.009105128	0.012357242	0.013372571	0.008005935	11
ndvi_oct	0.003229125	0.025483014	0.068891786	0.081025511	0.027745237	3
popRFH	0.015261798	0.027697547	0.164862665	0.019154412	0.031096022	2
popRGH	0.035794605	0.035706513	0.102787685	0.054492562	0.040004611	1
st_sep	0.002801241	0.010839712	0.063765757	0.015610886	0.012200919	9
st_oct	0.042444442	0.017115062	0.069985008	0.046436931	0.025723155	4
swe_sep	0.004410211	0.009948766	0.030188173	0.017298628	0.010457177	10
swe_oct	0.012963065	0.016629194	0.026313711	0.013644854	0.016225669	8
pcp_sep	0.026042103	0.025747989	0.031949838	0.018950131	0.025547351	5
pcp_oct	0.02211853	0.01880774	0.061777372	0.016602539	0.021064286	6
ndvi_jul	0.006242497	0.009556505	0.010346578	-0.001885794	0.00820065	12
ndvi_aug	0.000207506	0.021394568	0.055883057	0.026227444	0.019768753	7
ndvi_sep	0.001816991	0.009605869	0.011249291	0.013729814	0.008702183	11
ndvi_oct	0.002772218	0.026656592	0.066854191	0.073785146	0.027895833	3
popRFH	0.017590231	0.025041447	0.136330743	0.02528988	0.028787618	2
popRGH	0.030756058	0.03772016	0.136174341	0.050919853	0.041869242	1
st_sep	0.002297391	0.010382224	0.061598347	0.015280274	0.011675883	9
st_oct	0.041966824	0.015712858	0.066702605	0.04563749	0.024391381	5
swe_sep	0.004943233	0.01006383	0.027718058	0.016108816	0.0104314	10
swe_oct	0.015085167	0.016490329	0.03201437	0.013785853	0.016753432	8
pcp_sep	0.02790156	0.027517008	0.0300973	0.020738576	0.027190998	4
pcp_oct	0.0239772	0.018211371	0.059086451	0.020530318	0.021116399	7
ndvi_jul	0.006945439	0.009480565	0.011248218	-0.002202319	0.008284863	12
ndvi_aug	0.002542451	0.022263887	0.062043393	0.029420429	0.021309133	6
ndvi_sep	0.004894687	0.008638362	0.013949227	0.013136138	0.00858215	11
ndvi_oct	0.005560303	0.027004605	0.068108292	0.076656581	0.028839611	3
popRFH	0.015347574	0.02754843	0.165194982	0.016337221	0.030859027	2
popRGH	0.035111854	0.036523044	0.103501814	0.055158535	0.040576694	1
st_sep	0.002012392	0.010028538	0.05738312	0.015446094	0.011193572	9
st_oct	0.040504013	0.015849013	0.065013932	0.047403742	0.024325621	5
swe_sep	0.004851022	0.009766238	0.025766014	0.017457385	0.010205076	10
swe_oct	0.013721413	0.016464941	0.032844846	0.015520753	0.016662664	8
pcp_sep	0.028016164	0.027036777	0.027314414	0.019838077	0.026683003	4
pcp_oct	0.021954939	0.016151322	0.061252912	0.019355232	0.019326763	7
ndvi_jul	0.007580316	0.007849747	0.008097962	-0.000327893	0.007218063	12
ndvi_aug	0.000628515	0.02119147	0.06078322	0.029220421	0.020122319	6
ndvi_sep	0.002555949	0.009240575	0.01210897	0.013976456	0.008606317	11
ndvi_oct	0.004856035	0.026913723	0.072831176	0.077766407	0.028986463	3
popRFH	0.015217266	0.027960673	0.157761856	0.022448153	0.031217855	2
popRGH	0.033155375	0.038653273	0.107276449	0.0570129	0.042064774	1
st_sep	0.002168312	0.010986387	0.061284897	0.014341717	0.011998726	9
st_oct	0.041416211	0.016306142	0.073264387	0.046769354	0.025170343	5
swe_sep	0.004739734	0.010313438	0.030502649	0.017011439	0.010786272	10
swe_oct	0.014275512	0.016101803	0.027831043	0.012031367	0.016009763	8
pcp_sep	0.02648339	0.028431579	0.031454815	0.016938677	0.027387472	3
pcp_oct	0.022141837	0.018357367	0.062394047	0.017507176	0.020870561	6
ndvi_jul	0.008927366	0.009237691	0.009170753	-0.00239979	0.008323873	12
ndvi_aug	0.000302511	0.02215707	0.057845052	0.030844218	0.020753218	7
ndvi_sep	0.002256077	0.01000875	0.012104611	0.012387552	0.009005282	11
ndvi_oct	0.005910463	0.025650649	0.066472712	0.07313054	0.02760529	2
popRFH	0.015119769	0.023177193	0.127536967	0.015189748	0.025903644	4
popRGH	0.030713891	0.037606533	0.139827736	0.048513854	0.041781688	1
st_sep	0.00297689	0.010476513	0.058340039	0.016150875	0.011787272	9
st_oct	0.040674184	0.017187708	0.06288098	0.049067164	0.025382207	5
swe_sep	0.006075154	0.010095767	0.028858548	0.015967915	0.010674401	10
swe_oct	0.013619244	0.017528104	0.026419911	0.016532651	0.017179125	8
pcp_sep	0.026682827	0.026033914	0.031186262	0.019528256	0.025890189	4
pcp_oct	0.02237235	0.018563858	0.057690085	0.021782199	0.021156601	6
ndvi_jul	0.00772898	0.00885173	0.007685069	-0.002372059	0.007810418	12
ndvi_aug	0.000499751	0.020047563	0.057644482	0.030553755	0.019240104	7
ndvi_sep	0.001635457	0.009738418	0.010974771	0.014219409	0.008785706	11
ndvi_oct	0.005676319	0.026420216	0.070589403	0.080952816	0.028851106	3
popRFH	0.017667064	0.026594164	0.159800244	0.023056244	0.030836741	2
popRGH	0.034131826	0.034902633	0.105014911	0.052034833	0.039087874	1
st_sep	0.001572315	0.009995186	0.066910208	0.014089033	0.011421565	9
st_oct	0.039675164	0.017268686	0.069342634	0.047104427	0.025391089	4
swe_sep	0.004841726	0.010499716	0.031192239	0.016008169	0.010876569	10
swe_oct	0.014525809	0.01595987	0.029792623	0.011843489	0.016014149	8
pcp_sep	0.026142428	0.02566691	0.028581217	0.018768912	0.025325398	5
pcp_oct	0.023259452	0.017724124	0.062402558	0.016983393	0.020565121	6
ndvi_jul	0.007097306	0.009125991	0.009677645	-0.003590071	0.007867148	11
ndvi_aug	-0.000635808	0.021615915	0.056964948	0.028031769	0.019965643	7
ndvi_sep	0.000770828	0.008053375	0.010528752	0.014695326	0.007446027	12
ndvi_oct	0.002701468	0.027011222	0.069180882	0.07451043	0.028310513	3
popRFH	0.015153979	0.026174939	0.154540491	0.025166792	0.030004881	2
popRGH	0.033932117	0.039230617	0.120417655	0.056137172	0.043156898	1
st_sep	0.002262864	0.01087515	0.058697611	0.015624564	0.011959951	9
st_oct	0.040565864	0.017336899	0.064693422	0.049625133	0.025570032	5
swe_sep	0.004562398	0.010062457	0.028658978	0.015590402	0.010375105	10
swe_oct	0.014691661	0.01587975	0.0279959	0.012405921	0.015965582	8
pcp_sep	0.026528188	0.025863539	0.030342155	0.020949171	0.025823683	4
pcp_oct	0.022402095	0.01676777	0.064759003	0.017621879	0.019878338	6
ndvi_jul	0.007427104	0.009171026	0.008640005	-0.002366441	0.008028319	12
ndvi_aug	0.001053522	0.020197277	0.059109516	0.029438806	0.019406263	7
ndvi_sep	0.001683005	0.009525885	0.011180036	0.014594426	0.008671715	11
ndvi_oct	0.005308246	0.025191164	0.069309651	0.081873886	0.027954671	3
popRFH	0.015237548	0.028708381	0.157985016	0.027320334	0.032139118	2
popRGH	0.034829411	0.037091915	0.109629544	0.058559033	0.041396421	1
st_sep	0.003452875	0.009196496	0.057411668	0.013025735	0.010678985	9
st_oct	0.042125522	0.017251291	0.067810632	0.042378593	0.025392681	3
swe_sep	0.004170806	0.008128037	0.026274486	0.014237865	0.008733731	10
swe_oct	0.016570387	0.015728364	0.030056148	0.015752054	0.016519376	7
pcp_sep	0.02465284	0.020684298	0.032279406	0.018860433	0.021689633	5
pcp_oct	0.021755425	0.015519334	0.059192797	0.01835512	0.018675791	6
ndvi_jul	0.007281122	0.006916874	0.009030642	-0.003505354	0.00631869	12
ndvi_aug	-0.001690713	0.016630072	0.055550505	0.025579178	0.015990348	8
ndvi_sep	0.003669418	0.008540701	0.015062356	0.013027007	0.008360823	11
ndvi_oct	0.005829537	0.021943881	0.073634844	0.075481886	0.025400237	2
popRFH	0.044134707	0.028284432	0.14615027	0.035431354	0.036616604	1
popRGH	0.028096848	0.018319291	0.056156827	0.036302453	0.022895571	4
st_sep	0.002638379	0.011224703	0.058069288	0.01644555	0.012277849	9
st_oct	0.041342275	0.017408918	0.065446969	0.048519089	0.025702632	5
swe_sep	0.005163547	0.010122003	0.02573894	0.016924609	0.010474149	10
swe_oct	0.013394117	0.01659972	0.026451984	0.014408039	0.016363544	8
pcp_sep	0.027256763	0.026024863	0.03029617	0.019102471	0.025893523	4
pcp_oct	0.022261405	0.0186511	0.062683437	0.015320319	0.020968928	6
ndvi_jul	0.006450645	0.009348308	0.008702576	-0.001665966	0.008024558	11
ndvi_aug	-0.000751781	0.021724026	0.053185853	0.025915939	0.019705429	7
ndvi_sep	0.001857078	0.008332253	0.013265576	0.012529023	0.007809608	12
ndvi_oct	0.006062551	0.025722968	0.069093047	0.071752064	0.027750391	3
popRFH	0.016529167	0.02896231	0.154248996	0.024818705	0.032205371	2
popRGH	0.033953982	0.037563916	0.110094734	0.061593177	0.041900714	1
st_sep	0.001177396	0.01054474	0.061798343	0.015782205	0.011673445	9
st_oct	0.039561631	0.017761436	0.069907298	0.044778954	0.02558634	5
swe_sep	0.007510383	0.010373688	0.028049305	0.013971555	0.01092708	10
swe_oct	0.012262236	0.016844177	0.026667263	0.015560082	0.016464507	8
pcp_sep	0.025319713	0.027922413	0.027797003	0.01931303	0.026827958	4
pcp_oct	0.021674276	0.018617114	0.059667091	0.017682549	0.020869101	6
ndvi_jul	0.008540347	0.008481982	0.00996001	-0.003468249	0.007681872	12
ndvi_aug	0.001450303	0.022322193	0.053868227	0.029677018	0.020818092	7
ndvi_sep	0.002919025	0.009700342	0.012685408	0.011669327	0.008852648	11
ndvi_oct	0.004870069	0.024771888	0.066613767	0.07472746	0.02698004	3
popRFH	0.017696222	0.024603886	0.117128353	0.024514287	0.02756125	2
popRGH	0.028429259	0.03549656	0.155811689	0.050173783	0.040699335	1
st_sep	0.002414977	0.010514693	0.05773667	0.013876476	0.011524915	9
st_oct	0.042205787	0.018136209	0.062350295	0.047025323	0.026100808	4
swe_sep	0.004621052	0.01094154	0.028054401	0.014350947	0.010906319	10
swe_oct	0.015776036	0.016978946	0.030655298	0.015256524	0.017254794	8
pcp_sep	0.027356189	0.025786326	0.02863652	0.017580492	0.025573477	5
pcp_oct	0.024115778	0.017049556	0.061555688	0.015779929	0.020057739	6
ndvi_jul	0.00765751	0.008903329	0.010860256	-0.002741724	0.007927239	12
ndvi_aug	-0.003033625	0.021633875	0.056099593	0.02680736	0.019474805	7
ndvi_sep	0.001487329	0.009126242	0.010714974	0.011868016	0.008123012	11
ndvi_oct	0.00342093	0.025833218	0.069975349	0.076388281	0.02774184	3
popRFH	0.016468457	0.026836039	0.157076791	0.02145338	0.03053835	2
popRGH	0.035959396	0.037474889	0.108667455	0.05815337	0.041852566	1
st_sep	0.000810871	0.009746711	0.056278415	0.017747537	0.010918813	9
st_oct	0.040193833	0.017339666	0.068002987	0.047893007	0.02553692	5
swe_sep	0.005715656	0.009826197	0.031327776	0.016889689	0.010618363	10
swe_oct	0.013351813	0.016025307	0.032475059	0.013022438	0.016102481	8
pcp_sep	0.028476827	0.026879596	0.033458215	0.02137759	0.027052523	3
pcp_oct	0.021129878	0.017701981	0.057561685	0.021110575	0.020280909	6
ndvi_jul	0.006133956	0.008918083	0.006747162	-0.000955834	0.007651254	12
ndvi_aug	-0.001445484	0.021615301	0.05495714	0.031998518	0.020082983	7
ndvi_sep	0.002434264	0.00813509	0.013744832	0.013325628	0.007799748	11
ndvi_oct	0.00283389	0.024955808	0.068170021	0.07561682	0.026891343	4
popRFH	0.016105047	0.026913877	0.15755651	0.019179308	0.030395103	2
popRGH	0.035701363	0.035793875	0.109561211	0.058998447	0.040680111	1
st_sep	0.000887853	0.010240457	0.064771693	0.014273069	0.011431196	9
st_oct	0.042021884	0.018094644	0.06908342	0.048577859	0.026477024	4
swe_sep	0.006803875	0.010765236	0.032000008	0.015389113	0.011353385	10
swe_oct	0.014049673	0.016463184	0.027611769	0.014834371	0.016398617	8
pcp_sep	0.026103066	0.029380199	0.033006461	0.01800691	0.028155511	2
pcp_oct	0.020940106	0.018345362	0.062170097	0.02032969	0.020862978	7
ndvi_jul	0.007852064	0.009052396	0.009683087	-0.002859009	0.008016908	12
ndvi_aug	-0.000995333	0.023380373	0.059186879	0.030880884	0.021483905	5
ndvi_sep	0.002323692	0.009609635	0.014300791	0.012757632	0.008819578	11
ndvi_oct	0.004033001	0.02515157	0.063855941	0.075440193	0.027034651	3
popRFH	0.018422088	0.016475496	0.115715862	0.0144602	0.021026246	6
popRGH	0.033462582	0.028025461	0.085595178	0.049493762	0.032977454	1
st_sep	0.002443648	0.010446426	0.055431326	0.014417762	0.011419576	9
st_oct	0.041013332	0.016880629	0.064138541	0.047131557	0.025150883	5
swe_sep	0.005544618	0.010257135	0.03098733	0.016216739	0.010818594	10
swe_oct	0.012499062	0.016990626	0.026715788	0.01492917	0.016529533	8
pcp_sep	0.025908388	0.026427563	0.029250451	0.017599079	0.025794554	4
pcp_oct	0.022996698	0.018536428	0.05986649	0.01822239	0.021024633	6
ndvi_jul	0.007416842	0.009092365	0.009938831	-0.002482976	0.008029867	12
ndvi_aug	-0.000434382	0.022697903	0.059216945	0.029616525	0.020982021	7
ndvi_sep	0.003064086	0.009636495	0.013560687	0.01318487	0.008985708	11
ndvi_oct	0.004670109	0.02625631	0.067675781	0.073079924	0.027915548	3
popRFH	0.015862369	0.027184556	0.156350001	0.025350832	0.030901798	2
popRGH	0.03442106	0.035809366	0.105412751	0.05807106	0.040249481	1
st_sep	0.002566871	0.010033314	0.058343962	0.013211528	0.011160248	9
st_oct	0.043370047	0.018175709	0.062020632	0.048375123	0.026375665	5
swe_sep	0.004730936	0.009991383	0.025010949	0.01478426	0.010119605	10
swe_oct	0.013320525	0.016017259	0.027631329	0.012932192	0.01584703	8
pcp_sep	0.027261979	0.027504542	0.028542587	0.020242433	0.026985221	4
pcp_oct	0.024676682	0.017916618	0.058399511	0.01807047	0.020814165	6
ndvi_jul	0.008292195	0.008525416	0.008687383	-0.003017504	0.007639693	12
ndvi_aug	0.000311609	0.021450026	0.059059443	0.029835216	0.020253389	7
ndvi_sep	0.002892262	0.00930572	0.015927067	0.011685166	0.008697003	11
ndvi_oct	0.005870848	0.025677232	0.069806898	0.073657692	0.027858974	3
popRFH	0.01550735	0.026952587	0.159109888	0.014803821	0.030083048	2
popRGH	0.036228924	0.038508213	0.112353526	0.056010189	0.042635481	1
st_sep	0.001542497	0.010185296	0.059199414	0.015359309	0.011320508	9
st_oct	0.041019963	0.018620167	0.07103116	0.049398303	0.026848141	4
swe_sep	0.004987331	0.010138258	0.02814405	0.016579351	0.010552906	10
swe_oct	0.013575126	0.015938509	0.028929891	0.013575195	0.015959432	8
pcp_sep	0.025752945	0.025717566	0.027836904	0.019523907	0.025362092	5
pcp_oct	0.023190003	0.01771823	0.060456329	0.0195111	0.020632622	6
ndvi_jul	0.008116804	0.008943255	0.00922467	-0.003048495	0.007966754	11
ndvi_aug	-0.000381678	0.020014172	0.061159514	0.027992979	0.019044936	7
ndvi_sep	0.001947892	0.008222801	0.014596406	0.014802601	0.007939293	12
ndvi_oct	0.004804268	0.024775904	0.070368479	0.076397285	0.027238407	3
popRFH	0.015032141	0.027077052	0.15677901	0.02316981	0.03060178	2
popRGH	0.036118115	0.037837862	0.107709378	0.056498886	0.041956214	1
st_sep	0.001518883	0.010383986	0.059614747	0.015213191	0.011442324	9
st_oct	0.042245103	0.018009259	0.066882929	0.046933515	0.026210168	5
swe_sep	0.003728011	0.009427908	0.027482773	0.016477172	0.009802312	10
swe_oct	0.01510753	0.016305464	0.030751774	0.015038073	0.01664377	8
pcp_sep	0.027883387	0.026673701	0.030898236	0.01911297	0.026504528	4
pcp_oct	0.023173262	0.017642921	0.06030568	0.017563867	0.020403211	6
ndvi_jul	0.006971718	0.009492105	0.011312432	-0.001412299	0.008362478	12
ndvi_aug	-0.000363079	0.021171268	0.060635381	0.032965807	0.020222251	7
ndvi_sep	0.002936779	0.009293405	0.015641874	0.014104974	0.008868755	11
ndvi_oct	0.003424948	0.025492607	0.067527512	0.077619834	0.027460748	3
popRFH	0.015767286	0.026879233	0.15642447	0.02278927	0.030464628	2
popRGH	0.03452949	0.035644024	0.106229491	0.058997276	0.040250191	1
st_sep	0.003248098	0.009731872	0.057602733	0.015512542	0.01122438	9
st_oct	0.042310685	0.017386646	0.066608956	0.047193011	0.02578123	5
swe_sep	0.004354037	0.01046409	0.028080092	0.015631702	0.010617891	10
swe_oct	0.015494407	0.015807056	0.029527824	0.013723693	0.016207596	8
pcp_sep	0.026648506	0.026403255	0.02988699	0.018462577	0.026025064	4
pcp_oct	0.023671368	0.017665953	0.061366431	0.017624733	0.020573509	7
ndvi_jul	0.007018359	0.009190021	0.012126009	-0.001864023	0.008164893	12
ndvi_aug	-0.001008229	0.022581701	0.061226697	0.029873987	0.020952681	6
ndvi_sep	0.002066586	0.009024597	0.013400527	0.0157483	0.008563525	11
ndvi_oct	0.004066025	0.025115161	0.069155745	0.071403324	0.026920253	3
popRFH	0.015611812	0.0274138	0.153368234	0.025038531	0.030941026	2
popRGH	0.040700695	0.035897643	0.113743794	0.056832026	0.04161722	1
st_sep	0.002974912	0.011399071	0.057585325	0.01409083	0.012243418	9
st_oct	0.040966483	0.017501805	0.064646675	0.043579827	0.025314503	5
swe_sep	0.005186784	0.010130026	0.027606857	0.013856703	0.010362733	10
swe_oct	0.014105143	0.015946618	0.02785313	0.017875865	0.016308623	8
pcp_sep	0.026845898	0.025982409	0.029921744	0.017981371	0.025711188	4
pcp_oct	0.022349354	0.016962071	0.063209351	0.018562982	0.020010139	6
ndvi_jul	0.006531546	0.008971337	0.011043251	-0.003466938	0.00776075	12
ndvi_aug	2.90E-05	0.020020137	0.060064346	0.029083273	0.019130606	7
